'Time and date',Temporary,EEG Fpz-Cz
'[16:13:51.990 24/04/1989]',99.212,99.212
'[16:13:52.000 24/04/1989]',101.837,101.837
'[16:13:52.010 24/04/1989]',104.744,104.744
'[16:13:52.020 24/04/1989]',97.805,97.805
'[16:13:52.030 24/04/1989]',100.993,100.993
'[16:13:52.040 24/04/1989]',90.397,90.397
'[16:13:52.050 24/04/1989]',95.836,95.836
'[16:13:52.060 24/04/1989]',72.58,72.58
'[16:13:52.070 24/04/1989]',73.143,73.143
'[16:13:52.080 24/04/1989]',70.423,70.423
'[16:13:52.090 24/04/1989]',73.893,73.893
'[16:13:52.100 24/04/1989]',76.144,76.144
'[16:13:52.110 24/04/1989]',79.051,79.051
'[16:13:52.120 24/04/1989]',67.516,67.516
'[16:13:52.130 24/04/1989]',52.513,52.513
'[16:13:52.140 24/04/1989]',58.327,58.327
'[16:13:52.150 24/04/1989]',57.389,57.389
'[16:13:52.160 24/04/1989]',45.386,45.386
'[16:13:52.170 24/04/1989]',55.326,55.326
'[16:13:52.180 24/04/1989]',59.452,59.452
'[16:13:52.190 24/04/1989]',42.479,42.479
'[16:13:52.200 24/04/1989]',45.761,45.761
'[16:13:52.210 24/04/1989]',46.324,46.324
'[16:13:52.220 24/04/1989]',49.981,49.981
'[16:13:52.230 24/04/1989]',43.792,43.792
'[16:13:52.240 24/04/1989]',44.073,44.073
'[16:13:52.250 24/04/1989]',46.605,46.605
'[16:13:52.260 24/04/1989]',45.855,45.855
'[16:13:52.270 24/04/1989]',41.354,41.354
'[16:13:52.280 24/04/1989]',47.73,47.73
'[16:13:52.290 24/04/1989]',33.102,33.102
'[16:13:52.300 24/04/1989]',44.073,44.073
'[16:13:52.310 24/04/1989]',24.944,24.944
'[16:13:52.320 24/04/1989]',25.319,25.319
'[16:13:52.330 24/04/1989]',27.288,27.288
'[16:13:52.340 24/04/1989]',35.352,35.352
'[16:13:52.350 24/04/1989]',29.163,29.163
'[16:13:52.360 24/04/1989]',40.791,40.791
'[16:13:52.370 24/04/1989]',23.162,23.162
'[16:13:52.380 24/04/1989]',18.379,18.379
'[16:13:52.390 24/04/1989]',31.601,31.601
'[16:13:52.400 24/04/1989]',22.412,22.412
'[16:13:52.410 24/04/1989]',19.692,19.692
'[16:13:52.420 24/04/1989]',9.752,9.752
'[16:13:52.430 24/04/1989]',16.973,16.973
'[16:13:52.440 24/04/1989]',13.034,13.034
'[16:13:52.450 24/04/1989]',25.412,25.412
'[16:13:52.460 24/04/1989]',19.317,19.317
'[16:13:52.470 24/04/1989]',12.19,12.19
'[16:13:52.480 24/04/1989]',17.817,17.817
'[16:13:52.490 24/04/1989]',40.322,40.322
'[16:13:52.500 24/04/1989]',-3.376,3.376
'[16:13:52.510 24/04/1989]',-21.38,21.38
'[16:13:52.520 24/04/1989]',-22.224,22.224
'[16:13:52.530 24/04/1989]',-5.251,5.251
'[16:13:52.540 24/04/1989]',-34.321,34.321
'[16:13:52.550 24/04/1989]',-23.162,23.162
'[16:13:52.560 24/04/1989]',-15.848,15.848
'[16:13:52.570 24/04/1989]',-13.222,13.222
'[16:13:52.580 24/04/1989]',0.938,0.938
'[16:13:52.590 24/04/1989]',-1.125,1.125
'[16:13:52.600 24/04/1989]',-2.251,2.251
'[16:13:52.610 24/04/1989]',4.595,4.595
'[16:13:52.620 24/04/1989]',23.256,23.256
'[16:13:52.630 24/04/1989]',10.596,10.596
'[16:13:52.640 24/04/1989]',19.692,19.692
'[16:13:52.650 24/04/1989]',30.851,30.851
'[16:13:52.660 24/04/1989]',4.595,4.595
'[16:13:52.670 24/04/1989]',-17.629,17.629
'[16:13:52.680 24/04/1989]',-13.597,13.597
'[16:13:52.690 24/04/1989]',-18.379,18.379
'[16:13:52.700 24/04/1989]',-23.631,23.631
'[16:13:52.710 24/04/1989]',-26.069,26.069
'[16:13:52.720 24/04/1989]',-23.912,23.912
'[16:13:52.730 24/04/1989]',-38.259,38.259
'[16:13:52.740 24/04/1989]',-34.508,34.508
'[16:13:52.750 24/04/1989]',-20.442,20.442
'[16:13:52.760 24/04/1989]',-11.909,11.909
'[16:13:52.770 24/04/1989]',-16.223,16.223
'[16:13:52.780 24/04/1989]',-1.782,1.782
'[16:13:52.790 24/04/1989]',-4.501,4.501
'[16:13:52.800 24/04/1989]',-11.159,11.159
'[16:13:52.810 24/04/1989]',5.439,5.439
'[16:13:52.820 24/04/1989]',-3.657,3.657
'[16:13:52.830 24/04/1989]',13.41,13.41
'[16:13:52.840 24/04/1989]',-8.627,8.627
'[16:13:52.850 24/04/1989]',-8.533,8.533
'[16:13:52.860 24/04/1989]',-4.782,4.782
'[16:13:52.870 24/04/1989]',-7.971,7.971
'[16:13:52.880 24/04/1989]',2.251,2.251
'[16:13:52.890 24/04/1989]',-1.782,1.782
'[16:13:52.900 24/04/1989]',-2.907,2.907
'[16:13:52.910 24/04/1989]',9.284,9.284
'[16:13:52.920 24/04/1989]',15.754,15.754
'[16:13:52.930 24/04/1989]',-9.096,9.096
'[16:13:52.940 24/04/1989]',5.533,5.533
'[16:13:52.950 24/04/1989]',0.75,0.75
'[16:13:52.960 24/04/1989]',4.126,4.126
'[16:13:52.970 24/04/1989]',2.438,2.438
'[16:13:52.980 24/04/1989]',7.221,7.221
'[16:13:52.990 24/04/1989]',4.22,4.22
'[16:13:53.000 24/04/1989]',6.939,6.939
'[16:13:53.010 24/04/1989]',2.907,2.907
'[16:13:53.020 24/04/1989]',11.065,11.065
'[16:13:53.030 24/04/1989]',9.659,9.659
'[16:13:53.040 24/04/1989]',-9.002,9.002
'[16:13:53.050 24/04/1989]',-6.939,6.939
'[16:13:53.060 24/04/1989]',-4.407,4.407
'[16:13:53.070 24/04/1989]',-6.564,6.564
'[16:13:53.080 24/04/1989]',1.219,1.219
'[16:13:53.090 24/04/1989]',-6.845,6.845
'[16:13:53.100 24/04/1989]',15.379,15.379
'[16:13:53.110 24/04/1989]',-18.098,18.098
'[16:13:53.120 24/04/1989]',-6.001,6.001
'[16:13:53.130 24/04/1989]',-13.128,13.128
'[16:13:53.140 24/04/1989]',-17.442,17.442
'[16:13:53.150 24/04/1989]',-25.788,25.788
'[16:13:53.160 24/04/1989]',-25.506,25.506
'[16:13:53.170 24/04/1989]',-30.195,30.195
'[16:13:53.180 24/04/1989]',-31.039,31.039
'[16:13:53.190 24/04/1989]',-27.944,27.944
'[16:13:53.200 24/04/1989]',-27.851,27.851
'[16:13:53.210 24/04/1989]',-30.758,30.758
'[16:13:53.220 24/04/1989]',-22.412,22.412
'[16:13:53.230 24/04/1989]',-39.01,39.01
'[16:13:53.240 24/04/1989]',-39.01,39.01
'[16:13:53.250 24/04/1989]',-33.289,33.289
'[16:13:53.260 24/04/1989]',-42.667,42.667
'[16:13:53.270 24/04/1989]',-41.073,41.073
'[16:13:53.280 24/04/1989]',-37.415,37.415
'[16:13:53.290 24/04/1989]',-22.787,22.787
'[16:13:53.300 24/04/1989]',-32.633,32.633
'[16:13:53.310 24/04/1989]',-34.133,34.133
'[16:13:53.320 24/04/1989]',-36.009,36.009
'[16:13:53.330 24/04/1989]',-30.007,30.007
'[16:13:53.340 24/04/1989]',-35.446,35.446
'[16:13:53.350 24/04/1989]',-39.385,39.385
'[16:13:53.360 24/04/1989]',-53.732,53.732
'[16:13:53.370 24/04/1989]',-40.416,40.416
'[16:13:53.380 24/04/1989]',-33.383,33.383
'[16:13:53.390 24/04/1989]',-39.478,39.478
'[16:13:53.400 24/04/1989]',-39.478,39.478
'[16:13:53.410 24/04/1989]',-45.574,45.574
'[16:13:53.420 24/04/1989]',-47.168,47.168
'[16:13:53.430 24/04/1989]',-31.133,31.133
'[16:13:53.440 24/04/1989]',-32.821,32.821
'[16:13:53.450 24/04/1989]',-43.698,43.698
'[16:13:53.460 24/04/1989]',-44.917,44.917
'[16:13:53.470 24/04/1989]',-54.67,54.67
'[16:13:53.480 24/04/1989]',-37.322,37.322
'[16:13:53.490 24/04/1989]',-42.948,42.948
'[16:13:53.500 24/04/1989]',-52.419,52.419
'[16:13:53.510 24/04/1989]',-38.072,38.072
'[16:13:53.520 24/04/1989]',-45.386,45.386
'[16:13:53.530 24/04/1989]',-38.447,38.447
'[16:13:53.540 24/04/1989]',-32.727,32.727
'[16:13:53.550 24/04/1989]',-34.227,34.227
'[16:13:53.560 24/04/1989]',-26.069,26.069
'[16:13:53.570 24/04/1989]',-33.008,33.008
'[16:13:53.580 24/04/1989]',-24.287,24.287
'[16:13:53.590 24/04/1989]',-39.197,39.197
'[16:13:53.600 24/04/1989]',-30.101,30.101
'[16:13:53.610 24/04/1989]',-27.569,27.569
'[16:13:53.620 24/04/1989]',-26.913,26.913
'[16:13:53.630 24/04/1989]',-26.913,26.913
'[16:13:53.640 24/04/1989]',-30.758,30.758
'[16:13:53.650 24/04/1989]',-18.567,18.567
'[16:13:53.660 24/04/1989]',-21.568,21.568
'[16:13:53.670 24/04/1989]',-26.069,26.069
'[16:13:53.680 24/04/1989]',-14.91,14.91
'[16:13:53.690 24/04/1989]',-29.82,29.82
'[16:13:53.700 24/04/1989]',-15.004,15.004
'[16:13:53.710 24/04/1989]',-16.223,16.223
'[16:13:53.720 24/04/1989]',1.125,1.125
'[16:13:53.730 24/04/1989]',-20.536,20.536
'[16:13:53.740 24/04/1989]',-6.845,6.845
'[16:13:53.750 24/04/1989]',-4.407,4.407
'[16:13:53.760 24/04/1989]',-14.253,14.253
'[16:13:53.770 24/04/1989]',-16.129,16.129
'[16:13:53.780 24/04/1989]',-5.345,5.345
'[16:13:53.790 24/04/1989]',2.063,2.063
'[16:13:53.800 24/04/1989]',0.469,0.469
'[16:13:53.810 24/04/1989]',3.095,3.095
'[16:13:53.820 24/04/1989]',2.251,2.251
'[16:13:53.830 24/04/1989]',4.876,4.876
'[16:13:53.840 24/04/1989]',8.908,8.908
'[16:13:53.850 24/04/1989]',9.752,9.752
'[16:13:53.860 24/04/1989]',13.878,13.878
'[16:13:53.870 24/04/1989]',3.095,3.095
'[16:13:53.880 24/04/1989]',7.502,7.502
'[16:13:53.890 24/04/1989]',9.471,9.471
'[16:13:53.900 24/04/1989]',10.221,10.221
'[16:13:53.910 24/04/1989]',13.691,13.691
'[16:13:53.920 24/04/1989]',8.158,8.158
'[16:13:53.930 24/04/1989]',14.629,14.629
'[16:13:53.940 24/04/1989]',14.347,14.347
'[16:13:53.950 24/04/1989]',-1.5,1.5
'[16:13:53.960 24/04/1989]',-6.283,6.283
'[16:13:53.970 24/04/1989]',-1.032,1.032
'[16:13:53.980 24/04/1989]',3.938,3.938
'[16:13:53.990 24/04/1989]',-14.347,14.347
'[16:13:54.000 24/04/1989]',-4.876,4.876
'[16:13:54.010 24/04/1989]',-4.689,4.689
'[16:13:54.020 24/04/1989]',7.971,7.971
'[16:13:54.030 24/04/1989]',4.501,4.501
'[16:13:54.040 24/04/1989]',-0.094,0.094
'[16:13:54.050 24/04/1989]',2.532,2.532
'[16:13:54.060 24/04/1989]',3.751,3.751
'[16:13:54.070 24/04/1989]',-0.188,0.188
'[16:13:54.080 24/04/1989]',-6.001,6.001
'[16:13:54.090 24/04/1989]',3.657,3.657
'[16:13:54.100 24/04/1989]',1.969,1.969
'[16:13:54.110 24/04/1989]',-10.034,10.034
'[16:13:54.120 24/04/1989]',35.259,35.259
'[16:13:54.130 24/04/1989]',-21.849,21.849
'[16:13:54.140 24/04/1989]',-8.158,8.158
'[16:13:54.150 24/04/1989]',-46.98,46.98
'[16:13:54.160 24/04/1989]',-46.23,46.23
'[16:13:54.170 24/04/1989]',-63.015,63.015
'[16:13:54.180 24/04/1989]',-62.265,62.265
'[16:13:54.190 24/04/1989]',-60.202,60.202
'[16:13:54.200 24/04/1989]',-58.983,58.983
'[16:13:54.210 24/04/1989]',-56.92,56.92
'[16:13:54.220 24/04/1989]',-54.388,54.388
'[16:13:54.230 24/04/1989]',-51.481,51.481
'[16:13:54.240 24/04/1989]',-45.761,45.761
'[16:13:54.250 24/04/1989]',-39.76,39.76
'[16:13:54.260 24/04/1989]',-1.407,1.407
'[16:13:54.270 24/04/1989]',19.505,19.505
'[16:13:54.280 24/04/1989]',22.787,22.787
'[16:13:54.290 24/04/1989]',29.726,29.726
'[16:13:54.300 24/04/1989]',45.761,45.761
'[16:13:54.310 24/04/1989]',70.705,70.705
'[16:13:54.320 24/04/1989]',64.797,64.797
'[16:13:54.330 24/04/1989]',76.8,76.8
'[16:13:54.340 24/04/1989]',77.832,77.832
'[16:13:54.350 24/04/1989]',75.487,75.487
'[16:13:54.360 24/04/1989]',80.738,80.738
'[16:13:54.370 24/04/1989]',81.676,81.676
'[16:13:54.380 24/04/1989]',80.645,80.645
'[16:13:54.390 24/04/1989]',80.926,80.926
'[16:13:54.400 24/04/1989]',84.114,84.114
'[16:13:54.410 24/04/1989]',83.645,83.645
'[16:13:54.420 24/04/1989]',82.989,82.989
'[16:13:54.430 24/04/1989]',73.612,73.612
'[16:13:54.440 24/04/1989]',78.675,78.675
'[16:13:54.450 24/04/1989]',69.017,69.017
'[16:13:54.460 24/04/1989]',74.081,74.081
'[16:13:54.470 24/04/1989]',68.267,68.267
'[16:13:54.480 24/04/1989]',65.735,65.735
'[16:13:54.490 24/04/1989]',55.138,55.138
'[16:13:54.500 24/04/1989]',61.421,61.421
'[16:13:54.510 24/04/1989]',60.39,60.39
'[16:13:54.520 24/04/1989]',62.734,62.734
'[16:13:54.530 24/04/1989]',53.451,53.451
'[16:13:54.540 24/04/1989]',53.357,53.357
'[16:13:54.550 24/04/1989]',40.979,40.979
'[16:13:54.560 24/04/1989]',39.947,39.947
'[16:13:54.570 24/04/1989]',34.79,34.79
'[16:13:54.580 24/04/1989]',35.071,35.071
'[16:13:54.590 24/04/1989]',33.477,33.477
'[16:13:54.600 24/04/1989]',56.826,56.826
'[16:13:54.610 24/04/1989]',29.445,29.445
'[16:13:54.620 24/04/1989]',28.226,28.226
'[16:13:54.630 24/04/1989]',33.852,33.852
'[16:13:54.640 24/04/1989]',36.103,36.103
'[16:13:54.650 24/04/1989]',23.631,23.631
'[16:13:54.660 24/04/1989]',24.1,24.1
'[16:13:54.670 24/04/1989]',27.382,27.382
'[16:13:54.680 24/04/1989]',24.287,24.287
'[16:13:54.690 24/04/1989]',25.6,25.6
'[16:13:54.700 24/04/1989]',34.508,34.508
'[16:13:54.710 24/04/1989]',23.725,23.725
'[16:13:54.720 24/04/1989]',11.347,11.347
'[16:13:54.730 24/04/1989]',26.256,26.256
'[16:13:54.740 24/04/1989]',22.13,22.13
'[16:13:54.750 24/04/1989]',29.538,29.538
'[16:13:54.760 24/04/1989]',29.538,29.538
'[16:13:54.770 24/04/1989]',41.354,41.354
'[16:13:54.780 24/04/1989]',13.597,13.597
'[16:13:54.790 24/04/1989]',24.662,24.662
'[16:13:54.800 24/04/1989]',15.004,15.004
'[16:13:54.810 24/04/1989]',11.534,11.534
'[16:13:54.820 24/04/1989]',12.378,12.378
'[16:13:54.830 24/04/1989]',17.911,17.911
'[16:13:54.840 24/04/1989]',22.037,22.037
'[16:13:54.850 24/04/1989]',1.688,1.688
'[16:13:54.860 24/04/1989]',5.908,5.908
'[16:13:54.870 24/04/1989]',1.219,1.219
'[16:13:54.880 24/04/1989]',-1.219,1.219
'[16:13:54.890 24/04/1989]',13.691,13.691
'[16:13:54.900 24/04/1989]',2.907,2.907
'[16:13:54.910 24/04/1989]',1.407,1.407
'[16:13:54.920 24/04/1989]',3.001,3.001
'[16:13:54.930 24/04/1989]',2.907,2.907
'[16:13:54.940 24/04/1989]',-5.345,5.345
'[16:13:54.950 24/04/1989]',-3.376,3.376
'[16:13:54.960 24/04/1989]',-5.814,5.814
'[16:13:54.970 24/04/1989]',-9.846,9.846
'[16:13:54.980 24/04/1989]',-9.94,9.94
'[16:13:54.990 24/04/1989]',-17.536,17.536
'[16:13:55.000 24/04/1989]',-20.067,20.067
'[16:13:55.010 24/04/1989]',-13.128,13.128
'[16:13:55.020 24/04/1989]',-14.816,14.816
'[16:13:55.030 24/04/1989]',-20.818,20.818
'[16:13:55.040 24/04/1989]',-25.6,25.6
'[16:13:55.050 24/04/1989]',-31.789,31.789
'[16:13:55.060 24/04/1989]',-34.977,34.977
'[16:13:55.070 24/04/1989]',-34.602,34.602
'[16:13:55.080 24/04/1989]',-28.976,28.976
'[16:13:55.090 24/04/1989]',-28.976,28.976
'[16:13:55.100 24/04/1989]',-29.632,29.632
'[16:13:55.110 24/04/1989]',-31.695,31.695
'[16:13:55.120 24/04/1989]',-29.82,29.82
'[16:13:55.130 24/04/1989]',-23.349,23.349
'[16:13:55.140 24/04/1989]',-18.098,18.098
'[16:13:55.150 24/04/1989]',-15.473,15.473
'[16:13:55.160 24/04/1989]',-16.316,16.316
'[16:13:55.170 24/04/1989]',-18.848,18.848
'[16:13:55.180 24/04/1989]',-12.19,12.19
'[16:13:55.190 24/04/1989]',-7.783,7.783
'[16:13:55.200 24/04/1989]',-9.94,9.94
'[16:13:55.210 24/04/1989]',9.94,9.94
'[16:13:55.220 24/04/1989]',-28.601,28.601
'[16:13:55.230 24/04/1989]',-18.004,18.004
'[16:13:55.240 24/04/1989]',-13.41,13.41
'[16:13:55.250 24/04/1989]',-15.191,15.191
'[16:13:55.260 24/04/1989]',3.751,3.751
'[16:13:55.270 24/04/1989]',7.221,7.221
'[16:13:55.280 24/04/1989]',48.762,48.762
'[16:13:55.290 24/04/1989]',-52.888,52.888
'[16:13:55.300 24/04/1989]',-25.131,25.131
'[16:13:55.310 24/04/1989]',-6.752,6.752
'[16:13:55.320 24/04/1989]',47.918,47.918
'[16:13:55.330 24/04/1989]',-31.883,31.883
'[16:13:55.340 24/04/1989]',-25.319,25.319
'[16:13:55.350 24/04/1989]',30.007,30.007
'[16:13:55.360 24/04/1989]',-16.785,16.785
'[16:13:55.370 24/04/1989]',-41.541,41.541
'[16:13:55.380 24/04/1989]',-48.012,48.012
'[16:13:55.390 24/04/1989]',-35.259,35.259
'[16:13:55.400 24/04/1989]',-28.507,28.507
'[16:13:55.410 24/04/1989]',-22.693,22.693
'[16:13:55.420 24/04/1989]',-7.783,7.783
'[16:13:55.430 24/04/1989]',12.941,12.941
'[16:13:55.440 24/04/1989]',-79.238,79.238
'[16:13:55.450 24/04/1989]',-94.523,94.523
'[16:13:55.460 24/04/1989]',-96.68,96.68
'[16:13:55.470 24/04/1989]',-94.242,94.242
'[16:13:55.480 24/04/1989]',-97.055,97.055
'[16:13:55.490 24/04/1989]',-96.305,96.305
'[16:13:55.500 24/04/1989]',-89.084,89.084
'[16:13:55.510 24/04/1989]',-78.863,78.863
'[16:13:55.520 24/04/1989]',-46.23,46.23
'[16:13:55.530 24/04/1989]',-52.888,52.888
'[16:13:55.540 24/04/1989]',-66.016,66.016
'[16:13:55.550 24/04/1989]',-67.141,67.141
'[16:13:55.560 24/04/1989]',-51.763,51.763
'[16:13:55.570 24/04/1989]',-55.982,55.982
'[16:13:55.580 24/04/1989]',-64.141,64.141
'[16:13:55.590 24/04/1989]',-57.483,57.483
'[16:13:55.600 24/04/1989]',-37.415,37.415
'[16:13:55.610 24/04/1989]',-79.519,79.519
'[16:13:55.620 24/04/1989]',-50.731,50.731
'[16:13:55.630 24/04/1989]',-72.862,72.862
'[16:13:55.640 24/04/1989]',-52.888,52.888
'[16:13:55.650 24/04/1989]',-23.818,23.818
'[16:13:55.660 24/04/1989]',-90.397,90.397
'[16:13:55.670 24/04/1989]',-65.829,65.829
'[16:13:55.680 24/04/1989]',-55.607,55.607
'[16:13:55.690 24/04/1989]',-36.759,36.759
'[16:13:55.700 24/04/1989]',-41.166,41.166
'[16:13:55.710 24/04/1989]',-46.042,46.042
'[16:13:55.720 24/04/1989]',-38.166,38.166
'[16:13:55.730 24/04/1989]',-44.073,44.073
'[16:13:55.740 24/04/1989]',-57.483,57.483
'[16:13:55.750 24/04/1989]',-33.289,33.289
'[16:13:55.760 24/04/1989]',-37.79,37.79
'[16:13:55.770 24/04/1989]',-48.856,48.856
'[16:13:55.780 24/04/1989]',-30.945,30.945
'[16:13:55.790 24/04/1989]',-27.382,27.382
'[16:13:55.800 24/04/1989]',-53.169,53.169
'[16:13:55.810 24/04/1989]',-46.886,46.886
'[16:13:55.820 24/04/1989]',-40.697,40.697
'[16:13:55.830 24/04/1989]',-32.539,32.539
'[16:13:55.840 24/04/1989]',-19.411,19.411
'[16:13:55.850 24/04/1989]',-15.379,15.379
'[16:13:55.860 24/04/1989]',-27.194,27.194
'[16:13:55.870 24/04/1989]',-13.034,13.034
'[16:13:55.880 24/04/1989]',-13.503,13.503
'[16:13:55.890 24/04/1989]',-0.563,0.563
'[16:13:55.900 24/04/1989]',-34.977,34.977
'[16:13:55.910 24/04/1989]',-4.22,4.22
'[16:13:55.920 24/04/1989]',-15.848,15.848
'[16:13:55.930 24/04/1989]',-25.225,25.225
'[16:13:55.940 24/04/1989]',-21.005,21.005
'[16:13:55.950 24/04/1989]',-25.037,25.037
'[16:13:55.960 24/04/1989]',-38.447,38.447
'[16:13:55.970 24/04/1989]',-6.095,6.095
'[16:13:55.980 24/04/1989]',-36.196,36.196
'[16:13:55.990 24/04/1989]',-25.319,25.319
'[16:13:56.000 24/04/1989]',-7.502,7.502
'[16:13:56.010 24/04/1989]',24.006,24.006
'[16:13:56.020 24/04/1989]',-37.603,37.603
'[16:13:56.030 24/04/1989]',-6.47,6.47
'[16:13:56.040 24/04/1989]',-16.129,16.129
'[16:13:56.050 24/04/1989]',0.563,0.563
'[16:13:56.060 24/04/1989]',-39.572,39.572
'[16:13:56.070 24/04/1989]',-9.659,9.659
'[16:13:56.080 24/04/1989]',-5.345,5.345
'[16:13:56.090 24/04/1989]',-37.228,37.228
'[16:13:56.100 24/04/1989]',-7.689,7.689
'[16:13:56.110 24/04/1989]',-3.001,3.001
'[16:13:56.120 24/04/1989]',-19.692,19.692
'[16:13:56.130 24/04/1989]',-31.883,31.883
'[16:13:56.140 24/04/1989]',-13.878,13.878
'[16:13:56.150 24/04/1989]',-0.281,0.281
'[16:13:56.160 24/04/1989]',-11.815,11.815
'[16:13:56.170 24/04/1989]',-1.219,1.219
'[16:13:56.180 24/04/1989]',-13.972,13.972
'[16:13:56.190 24/04/1989]',-9.659,9.659
'[16:13:56.200 24/04/1989]',-4.314,4.314
'[16:13:56.210 24/04/1989]',-3.751,3.751
'[16:13:56.220 24/04/1989]',-14.722,14.722
'[16:13:56.230 24/04/1989]',0.188,0.188
'[16:13:56.240 24/04/1989]',-2.438,2.438
'[16:13:56.250 24/04/1989]',2.626,2.626
'[16:13:56.260 24/04/1989]',2.719,2.719
'[16:13:56.270 24/04/1989]',4.689,4.689
'[16:13:56.280 24/04/1989]',-4.407,4.407
'[16:13:56.290 24/04/1989]',-1.313,1.313
'[16:13:56.300 24/04/1989]',-8.815,8.815
'[16:13:56.310 24/04/1989]',-2.626,2.626
'[16:13:56.320 24/04/1989]',-13.785,13.785
'[16:13:56.330 24/04/1989]',-15.941,15.941
'[16:13:56.340 24/04/1989]',-4.595,4.595
'[16:13:56.350 24/04/1989]',-13.503,13.503
'[16:13:56.360 24/04/1989]',-0.563,0.563
'[16:13:56.370 24/04/1989]',-1.688,1.688
'[16:13:56.380 24/04/1989]',-0.188,0.188
'[16:13:56.390 24/04/1989]',-4.501,4.501
'[16:13:56.400 24/04/1989]',-5.251,5.251
'[16:13:56.410 24/04/1989]',-1.594,1.594
'[16:13:56.420 24/04/1989]',-3.47,3.47
'[16:13:56.430 24/04/1989]',9.659,9.659
'[16:13:56.440 24/04/1989]',12.659,12.659
'[16:13:56.450 24/04/1989]',21.286,21.286
'[16:13:56.460 24/04/1989]',1.594,1.594
'[16:13:56.470 24/04/1989]',5.064,5.064
'[16:13:56.480 24/04/1989]',9.284,9.284
'[16:13:56.490 24/04/1989]',11.347,11.347
'[16:13:56.500 24/04/1989]',14.816,14.816
'[16:13:56.510 24/04/1989]',14.722,14.722
'[16:13:56.520 24/04/1989]',17.817,17.817
'[16:13:56.530 24/04/1989]',19.13,19.13
'[16:13:56.540 24/04/1989]',9.846,9.846
'[16:13:56.550 24/04/1989]',17.911,17.911
'[16:13:56.560 24/04/1989]',19.88,19.88
'[16:13:56.570 24/04/1989]',-0.938,0.938
'[16:13:56.580 24/04/1989]',0.375,0.375
'[16:13:56.590 24/04/1989]',12.941,12.941
'[16:13:56.600 24/04/1989]',2.719,2.719
'[16:13:56.610 24/04/1989]',-1.688,1.688
'[16:13:56.620 24/04/1989]',2.063,2.063
'[16:13:56.630 24/04/1989]',17.348,17.348
'[16:13:56.640 24/04/1989]',10.409,10.409
'[16:13:56.650 24/04/1989]',6.658,6.658
'[16:13:56.660 24/04/1989]',2.907,2.907
'[16:13:56.670 24/04/1989]',12.753,12.753
'[16:13:56.680 24/04/1989]',4.22,4.22
'[16:13:56.690 24/04/1989]',-1.219,1.219
'[16:13:56.700 24/04/1989]',-25.412,25.412
'[16:13:56.710 24/04/1989]',-33.758,33.758
'[16:13:56.720 24/04/1989]',-42.76,42.76
'[16:13:56.730 24/04/1989]',-40.322,40.322
'[16:13:56.740 24/04/1989]',-39.291,39.291
'[16:13:56.750 24/04/1989]',-36.665,36.665
'[16:13:56.760 24/04/1989]',-29.07,29.07
'[16:13:56.770 24/04/1989]',-18.379,18.379
'[16:13:56.780 24/04/1989]',-12.753,12.753
'[16:13:56.790 24/04/1989]',6.283,6.283
'[16:13:56.800 24/04/1989]',5.158,5.158
'[16:13:56.810 24/04/1989]',11.909,11.909
'[16:13:56.820 24/04/1989]',11.347,11.347
'[16:13:56.830 24/04/1989]',22.974,22.974
'[16:13:56.840 24/04/1989]',34.977,34.977
'[16:13:56.850 24/04/1989]',39.01,39.01
'[16:13:56.860 24/04/1989]',35.821,35.821
'[16:13:56.870 24/04/1989]',51.388,51.388
'[16:13:56.880 24/04/1989]',37.509,37.509
'[16:13:56.890 24/04/1989]',29.538,29.538
'[16:13:56.900 24/04/1989]',39.947,39.947
'[16:13:56.910 24/04/1989]',22.13,22.13
'[16:13:56.920 24/04/1989]',37.04,37.04
'[16:13:56.930 24/04/1989]',25.506,25.506
'[16:13:56.940 24/04/1989]',40.697,40.697
'[16:13:56.950 24/04/1989]',40.322,40.322
'[16:13:56.960 24/04/1989]',33.946,33.946
'[16:13:56.970 24/04/1989]',36.571,36.571
'[16:13:56.980 24/04/1989]',33.664,33.664
'[16:13:56.990 24/04/1989]',38.634,38.634
'[16:13:57.000 24/04/1989]',31.883,31.883
'[16:13:57.010 24/04/1989]',28.132,28.132
'[16:13:57.020 24/04/1989]',26.538,26.538
'[16:13:57.030 24/04/1989]',31.414,31.414
'[16:13:57.040 24/04/1989]',30.289,30.289
'[16:13:57.050 24/04/1989]',32.633,32.633
'[16:13:57.060 24/04/1989]',29.351,29.351
'[16:13:57.070 24/04/1989]',28.601,28.601
'[16:13:57.080 24/04/1989]',29.82,29.82
'[16:13:57.090 24/04/1989]',26.163,26.163
'[16:13:57.100 24/04/1989]',33.571,33.571
'[16:13:57.110 24/04/1989]',51.575,51.575
'[16:13:57.120 24/04/1989]',31.226,31.226
'[16:13:57.130 24/04/1989]',35.352,35.352
'[16:13:57.140 24/04/1989]',28.788,28.788
'[16:13:57.150 24/04/1989]',30.007,30.007
'[16:13:57.160 24/04/1989]',31.32,31.32
'[16:13:57.170 24/04/1989]',23.162,23.162
'[16:13:57.180 24/04/1989]',29.82,29.82
'[16:13:57.190 24/04/1989]',29.914,29.914
'[16:13:57.200 24/04/1989]',27.944,27.944
'[16:13:57.210 24/04/1989]',26.538,26.538
'[16:13:57.220 24/04/1989]',27.663,27.663
'[16:13:57.230 24/04/1989]',30.382,30.382
'[16:13:57.240 24/04/1989]',20.161,20.161
